id;sat_claveaduana;sat_patente;sat_ejercicio;sat_cantidad;sat_fechainicio;sat_fechafin
7,207;40;3,262;2,015;000058;1/1/2017;null
7,208;40;3,262;2,016;000056;1/1/2017;null
7,209;40;3,262;2,017;999999;4/28/2017;null
7,210;7;3,263;2,007;005692;1/1/2017;null
7,211;7;3,263;2,008;007304;1/1/2017;null
7,212;16;3,263;2,007;003502;1/1/2017;null
7,213;16;3,263;2,008;003241;1/1/2017;null
7,214;48;3,263;2,007;004144;1/1/2017;null
7,215;48;3,263;2,008;003166;1/1/2017;null
7,216;67;3,263;2,007;000856;1/1/2017;null
7,217;67;3,263;2,008;000207;1/1/2017;null
7,218;24;3,264;2,007;006749;1/1/2017;null
7,219;24;3,264;2,008;006704;1/1/2017;null
7,220;24;3,264;2,009;005962;1/1/2017;null
7,221;24;3,264;2,010;005887;1/1/2017;null
7,222;24;3,264;2,011;009072;1/1/2017;null
7,223;24;3,264;2,012;008270;1/1/2017;null
7,224;24;3,264;2,013;008116;1/1/2017;null
7,225;24;3,264;2,014;008780;1/1/2017;null
7,226;24;3,264;2,015;008019;1/1/2017;null
7,227;24;3,264;2,016;100100;1/1/2017;null
7,228;24;3,264;2,017;999999;4/28/2017;null
7,229;47;3,264;2,012;000052;1/1/2017;null
7,230;47;3,264;2,013;004000;1/1/2017;null
7,231;47;3,264;2,014;006516;1/1/2017;null
7,232;47;3,264;2,015;009000;1/1/2017;null
7,233;47;3,264;2,016;600243;1/1/2017;null
7,234;47;3,264;2,017;999999;4/28/2017;null
7,235;80;3,264;2,007;005889;1/1/2017;null
7,236;80;3,264;2,008;002365;1/1/2017;null
7,237;80;3,264;2,009;000156;1/1/2017;null
7,238;80;3,264;2,010;003483;1/1/2017;null
7,239;80;3,264;2,011;006463;1/1/2017;null
7,240;80;3,264;2,012;000873;1/1/2017;null
7,241;80;3,264;2,013;000704;1/1/2017;null
7,242;80;3,264;2,014;006466;1/1/2017;null
7,243;80;3,264;2,015;001901;1/1/2017;null
7,244;80;3,264;2,016;001703;1/1/2017;null
7,245;80;3,264;2,017;999999;4/28/2017;null
7,246;24;3,265;2,004;002082;1/1/2017;null
7,247;24;3,265;2,007;081190;1/1/2017;null
7,248;24;3,265;2,008;717964;1/1/2017;null
7,249;24;3,265;2,009;999981;1/1/2017;null
7,250;24;3,265;2,010;037308;1/1/2017;null
7,251;24;3,265;2,011;016903;1/1/2017;null
7,252;80;3,265;2,007;004961;1/1/2017;null
7,253;80;3,265;2,008;039358;1/1/2017;null
7,254;80;3,265;2,009;002841;1/1/2017;null
7,255;80;3,265;2,010;100792;1/1/2017;null
7,256;80;3,265;2,011;500074;1/1/2017;null
7,257;24;3,266;2,007;999999;1/1/2017;null
7,258;24;3,266;2,008;999999;1/1/2017;null
7,259;24;3,266;2,009;966666;1/1/2017;null
7,260;24;3,266;2,012;800203;1/1/2017;null
7,261;24;3,266;2,013;500215;1/1/2017;null
7,262;24;3,266;2,014;500227;1/1/2017;null
7,263;24;3,266;2,015;500152;1/1/2017;null
7,264;24;3,266;2,016;500050;1/1/2017;null
7,265;24;3,266;2,017;999999;4/28/2017;null
7,266;47;3,266;2,013;000322;1/1/2017;null
7,267;47;3,266;2,014;000820;1/1/2017;null
7,268;47;3,266;2,015;001665;1/1/2017;null
7,269;47;3,266;2,016;002172;1/1/2017;null
7,270;47;3,266;2,017;999999;4/28/2017;null
7,271;80;3,266;2,007;030538;1/1/2017;null
7,272;80;3,266;2,008;011400;1/1/2017;null
7,273;80;3,266;2,009;030001;1/1/2017;null
7,274;80;3,266;2,013;100031;1/1/2017;null
7,275;80;3,266;2,014;100038;1/1/2017;null
7,276;80;3,266;2,015;100056;1/1/2017;null
7,277;80;3,266;2,016;203153;1/1/2017;null
7,278;80;3,266;2,017;999999;4/28/2017;null
7,279;37;3,268;2,007;005275;1/1/2017;null
7,280;37;3,268;2,008;004675;1/1/2017;null
7,281;37;3,268;2,009;005458;1/1/2017;null
7,282;37;3,268;2,010;006310;1/1/2017;null
7,283;37;3,268;2,011;005479;1/1/2017;null
7,284;37;3,268;2,012;008348;1/1/2017;null
7,285;37;3,268;2,013;005485;1/1/2017;null
7,286;37;3,268;2,014;005566;1/1/2017;null
7,287;37;3,268;2,015;007281;1/1/2017;null
7,288;37;3,268;2,016;007673;1/1/2017;null
7,289;37;3,268;2,017;999999;4/28/2017;null
7,290;12;3,269;2,010;000039;1/1/2017;null
7,291;12;3,269;2,011;000082;1/1/2017;null
7,292;12;3,269;2,012;000117;1/1/2017;null
7,293;12;3,269;2,013;000102;1/1/2017;null
7,294;12;3,269;2,014;000110;1/1/2017;null
7,295;12;3,269;2,015;000116;1/1/2017;null
7,296;23;3,269;2,007;001727;1/1/2017;null
7,297;23;3,269;2,008;001522;1/1/2017;null
7,298;23;3,269;2,009;001979;1/1/2017;null
7,299;23;3,269;2,010;001452;1/1/2017;null
7,300;23;3,269;2,011;004000;1/1/2017;null
7,301;23;3,269;2,012;001540;1/1/2017;null
7,302;23;3,269;2,013;001782;1/1/2017;null
7,303;23;3,269;2,014;001524;1/1/2017;null
7,304;23;3,269;2,015;001393;1/1/2017;null
7,305;23;3,269;2,016;001344;1/1/2017;null
7,306;23;3,269;2,017;999999;4/28/2017;null
7,307;24;3,270;2,007;002907;1/1/2017;null
7,308;24;3,270;2,008;003920;1/1/2017;null
7,309;24;3,270;2,009;111111;1/1/2017;null
7,310;24;3,270;2,010;003649;1/1/2017;null
7,311;24;3,270;2,011;003961;1/1/2017;null
7,312;24;3,270;2,012;005028;1/1/2017;null
7,313;24;3,270;2,013;006000;1/1/2017;null
7,314;24;3,270;2,014;001921;1/1/2017;null
7,315;80;3,270;2,007;000328;1/1/2017;null
7,316;80;3,270;2,008;000318;1/1/2017;null
7,317;80;3,270;2,009;000230;1/1/2017;null
7,318;80;3,270;2,010;000085;1/1/2017;null
7,319;80;3,270;2,011;000072;1/1/2017;null
7,320;80;3,270;2,012;000043;1/1/2017;null
7,321;80;3,270;2,013;000068;1/1/2017;null
7,322;80;3,270;2,014;000009;1/1/2017;null
7,323;19;3,271;2,007;007172;1/1/2017;null
7,324;19;3,271;2,008;006604;1/1/2017;null
7,325;19;3,271;2,009;002088;1/1/2017;null
7,326;40;3,271;2,007;005609;1/1/2017;null
7,327;40;3,271;2,008;005868;1/1/2017;null
7,328;40;3,271;2,009;004352;1/1/2017;null
7,329;16;3,273;2,011;000043;1/1/2017;null
7,330;16;3,273;2,012;000863;1/1/2017;null
7,331;16;3,273;2,013;001157;1/1/2017;null
7,332;16;3,273;2,014;401559;1/1/2017;null
7,333;16;3,273;2,015;500959;1/1/2017;null
7,334;16;3,273;2,016;601175;1/1/2017;null
7,335;16;3,273;2,017;999999;4/28/2017;null
7,336;20;3,273;2,013;002255;1/1/2017;null
7,337;20;3,273;2,014;000077;1/1/2017;null
7,338;43;3,273;2,007;002109;1/1/2017;null
7,339;43;3,273;2,008;002066;1/1/2017;null
7,340;43;3,273;2,009;001704;1/1/2017;null
7,341;43;3,273;2,010;003002;1/1/2017;null
7,342;43;3,273;2,011;002673;1/1/2017;null
7,343;43;3,273;2,012;003002;1/1/2017;null
7,344;43;3,273;2,013;003155;1/1/2017;null
7,345;43;3,273;2,014;003075;1/1/2017;null
7,346;43;3,273;2,015;502460;1/1/2017;null
7,347;43;3,273;2,016;600427;1/1/2017;null
7,348;43;3,273;2,017;999999;4/28/2017;null
7,349;47;3,273;2,007;000841;1/1/2017;null
7,350;47;3,273;2,008;080556;1/1/2017;null
7,351;47;3,273;2,009;000774;1/1/2017;null
7,352;47;3,273;2,010;001251;1/1/2017;null
7,353;47;3,273;2,011;001495;1/1/2017;null
7,354;47;3,273;2,012;002234;1/1/2017;null
7,355;47;3,273;2,013;300756;1/1/2017;null
7,356;47;3,273;2,014;002013;1/1/2017;null
7,357;47;3,273;2,015;002132;1/1/2017;null
7,358;47;3,273;2,016;002750;1/1/2017;null
7,359;47;3,273;2,017;999999;4/28/2017;null
7,360;65;3,273;2,016;000325;1/1/2017;null
7,361;65;3,273;2,017;999999;4/28/2017;null
7,362;24;3,274;2,007;006921;1/1/2017;null
7,363;24;3,274;2,008;007898;1/1/2017;null
7,364;24;3,274;2,009;009461;1/1/2017;null
7,365;24;3,274;2,010;959900;1/1/2017;null
7,366;24;3,274;2,011;005802;1/1/2017;null
7,367;24;3,274;2,012;005258;1/1/2017;null
7,368;24;3,274;2,013;005314;1/1/2017;null
7,369;24;3,274;2,014;004552;1/1/2017;null
7,370;24;3,274;2,015;005368;1/1/2017;null
7,371;24;3,274;2,016;003875;1/1/2017;null
7,372;24;3,274;2,017;999999;4/28/2017;null
7,373;80;3,274;2,008;000014;1/1/2017;null
7,374;80;3,274;2,009;000054;1/1/2017;null
7,375;80;3,274;2,010;009389;1/1/2017;null
7,376;80;3,274;2,011;000045;1/1/2017;null
7,377;80;3,274;2,012;000082;1/1/2017;null
7,378;80;3,274;2,013;000069;1/1/2017;null
7,379;80;3,274;2,014;002721;1/1/2017;null
7,380;80;3,274;2,015;000066;1/1/2017;null
7,381;80;3,274;2,016;003712;1/1/2017;null
7,382;80;3,274;2,017;999999;4/28/2017;null
7,383;11;3,275;2,007;000217;1/1/2017;null
7,384;11;3,275;2,008;000447;1/1/2017;null
7,385;11;3,275;2,009;000353;1/1/2017;null
7,386;11;3,275;2,010;000185;1/1/2017;null
7,387;11;3,275;2,011;000037;1/1/2017;null
7,388;11;3,275;2,012;000010;1/1/2017;null
7,389;19;3,275;2,007;018149;1/1/2017;null
7,390;19;3,275;2,008;204703;1/1/2017;null
7,391;19;3,275;2,009;200631;1/1/2017;null
7,392;19;3,275;2,010;007081;1/1/2017;null
7,393;19;3,275;2,011;011388;1/1/2017;null
7,394;19;3,275;2,012;014335;1/1/2017;null
7,395;19;3,275;2,013;011691;1/1/2017;null
7,396;19;3,275;2,014;010052;1/1/2017;null
7,397;19;3,275;2,015;000819;1/1/2017;null
7,398;33;3,275;2,012;000065;1/1/2017;null
7,399;33;3,275;2,013;002818;1/1/2017;null
7,400;33;3,275;2,014;000823;1/1/2017;null
7,401;39;3,275;2,011;000918;1/1/2017;null
7,402;39;3,275;2,012;000442;1/1/2017;null
7,403;39;3,275;2,013;002801;1/1/2017;null
7,404;39;3,275;2,014;001066;1/1/2017;null
7,405;40;3,275;2,007;016414;1/1/2017;null
7,406;40;3,275;2,008;016808;1/1/2017;null
7,407;40;3,275;2,009;006294;1/1/2017;null
7,408;40;3,275;2,010;010802;1/1/2017;null
7,409;40;3,275;2,011;008434;1/1/2017;null
7,410;40;3,275;2,012;011176;1/1/2017;null
7,411;40;3,275;2,013;012099;1/1/2017;null
7,412;40;3,275;2,014;006065;1/1/2017;null
7,413;40;3,275;2,015;001087;1/1/2017;null
7,414;8;3,276;2,007;002170;1/1/2017;null
7,415;8;3,276;2,008;222689;1/1/2017;null
7,416;8;3,276;2,009;003917;1/1/2017;null
7,417;8;3,276;2,010;003657;1/1/2017;null
7,418;8;3,276;2,011;004383;1/1/2017;null
7,419;8;3,276;2,012;003645;1/1/2017;null
7,420;8;3,276;2,013;002709;1/1/2017;null
7,421;24;3,277;2,007;000291;1/1/2017;null
7,422;24;3,277;2,008;027287;1/1/2017;null
7,423;24;3,277;2,009;026762;1/1/2017;null
7,424;24;3,277;2,010;022131;1/1/2017;null
7,425;24;3,277;2,011;002387;1/1/2017;null
7,426;24;3,277;2,012;024234;1/1/2017;null
7,427;24;3,277;2,013;000195;1/1/2017;null
7,428;24;3,277;2,014;000501;1/1/2017;null
7,429;24;3,277;2,015;009666;1/1/2017;null
7,430;24;3,277;2,016;040177;1/1/2017;null
7,431;24;3,277;2,017;999999;4/28/2017;null
7,432;80;3,277;2,007;134383;1/1/2017;null
7,433;80;3,277;2,008;999999;1/1/2017;null
7,434;80;3,277;2,009;999940;1/1/2017;null
7,435;80;3,277;2,010;454555;1/1/2017;null
7,436;80;3,277;2,011;034915;1/1/2017;null
7,437;80;3,277;2,012;043302;1/1/2017;null
7,438;80;3,277;2,013;044413;1/1/2017;null
7,439;80;3,277;2,014;114155;1/1/2017;null
7,440;80;3,277;2,015;045046;1/1/2017;null
7,441;80;3,277;2,016;040598;1/1/2017;null
7,442;80;3,277;2,017;999999;4/28/2017;null
7,443;16;3,278;2,007;003394;1/1/2017;null
7,444;16;3,278;2,008;003148;1/1/2017;null
7,445;16;3,278;2,009;901184;1/1/2017;null
7,446;16;3,278;2,010;002799;1/1/2017;null
7,447;16;3,278;2,011;003787;1/1/2017;null
7,448;16;3,278;2,012;203648;1/1/2017;null
7,449;16;3,278;2,013;300582;1/1/2017;null
7,450;16;3,278;2,014;011897;1/1/2017;null
7,451;16;3,278;2,015;013011;1/1/2017;null
7,452;16;3,278;2,016;013036;1/1/2017;null
7,453;16;3,278;2,017;999999;4/28/2017;null
7,454;20;3,278;2,007;000146;1/1/2017;null
7,455;20;3,278;2,008;000171;1/1/2017;null
7,456;20;3,278;2,009;000269;1/1/2017;null
7,457;20;3,278;2,010;000271;1/1/2017;null
7,458;20;3,278;2,011;000205;1/1/2017;null
7,459;20;3,278;2,012;200076;1/1/2017;null
7,460;20;3,278;2,013;000224;1/1/2017;null
7,461;43;3,278;2,007;007799;1/1/2017;null
7,462;43;3,278;2,008;006376;1/1/2017;null
7,463;43;3,278;2,009;005982;1/1/2017;null
7,464;43;3,278;2,010;005003;1/1/2017;null
7,465;43;3,278;2,011;004769;1/1/2017;null
7,466;43;3,278;2,012;085230;1/1/2017;null
7,467;43;3,278;2,013;005075;1/1/2017;null
7,468;43;3,278;2,014;005107;1/1/2017;null
7,469;43;3,278;2,015;004332;1/1/2017;null
7,470;43;3,278;2,016;004980;1/1/2017;null
7,471;43;3,278;2,017;999999;4/28/2017;null
7,472;47;3,278;2,007;710304;1/1/2017;null
7,473;47;3,278;2,008;805103;1/1/2017;null
7,474;47;3,278;2,009;088881;1/1/2017;null
7,475;47;3,278;2,010;005761;1/1/2017;null
7,476;47;3,278;2,011;111404;1/1/2017;null
7,477;47;3,278;2,012;208727;1/1/2017;null
7,478;47;3,278;2,013;300482;1/1/2017;null
7,479;47;3,278;2,014;030070;1/1/2017;null
7,480;47;3,278;2,015;030430;1/1/2017;null
7,481;47;3,278;2,016;030740;1/1/2017;null
7,482;47;3,278;2,017;999999;4/28/2017;null
7,483;51;3,278;2,015;040035;1/1/2017;null
7,484;51;3,278;2,016;041183;1/1/2017;null
7,485;51;3,278;2,017;999999;4/28/2017;null
7,486;24;3,279;2,007;001198;1/1/2017;null
7,487;24;3,279;2,008;000904;1/1/2017;null
7,488;24;3,279;2,009;000398;1/1/2017;null
7,489;24;3,279;2,010;001211;1/1/2017;null
7,490;24;3,279;2,011;000922;1/1/2017;null
7,491;24;3,279;2,012;001735;1/1/2017;null
7,492;24;3,279;2,013;001536;1/1/2017;null
7,493;24;3,279;2,014;008863;1/1/2017;null
7,494;24;3,279;2,015;005884;1/1/2017;null
7,495;24;3,279;2,016;002196;1/1/2017;null
7,496;24;3,279;2,017;999999;4/28/2017;null
7,497;24;3,280;2,007;008242;1/1/2017;null
7,498;24;3,280;2,008;008201;1/1/2017;null
7,499;24;3,280;2,009;009029;1/1/2017;null
7,500;24;3,280;2,010;009277;1/1/2017;null
7,501;24;3,280;2,011;006733;1/1/2017;null
7,502;24;3,280;2,012;006591;1/1/2017;null
7,503;24;3,280;2,013;008104;1/1/2017;null
7,504;24;3,280;2,014;008838;1/1/2017;null
7,505;24;3,280;2,015;005503;1/1/2017;null
7,506;24;3,280;2,016;003951;1/1/2017;null
7,507;24;3,280;2,017;999999;4/28/2017;null
7,508;65;3,280;2,014;000002;1/1/2017;null
7,509;65;3,280;2,015;000308;1/1/2017;null
7,510;65;3,280;2,016;000089;1/1/2017;null
7,511;80;3,280;2,007;000105;1/1/2017;null
7,512;80;3,280;2,008;000036;1/1/2017;null
7,513;80;3,280;2,009;003967;1/1/2017;null
7,514;80;3,280;2,010;004664;1/1/2017;null
7,515;80;3,280;2,011;002127;1/1/2017;null
7,516;80;3,280;2,012;001954;1/1/2017;null
7,517;80;3,280;2,013;000030;1/1/2017;null
7,518;80;3,280;2,014;000072;1/1/2017;null
7,519;80;3,280;2,015;003282;1/1/2017;null
7,520;80;3,280;2,016;000232;1/1/2017;null
7,521;80;3,280;2,017;999999;4/28/2017;null
7,522;24;3,281;2,007;019066;1/1/2017;null
7,523;24;3,281;2,008;016825;1/1/2017;null
7,524;24;3,281;2,009;014630;1/1/2017;null
7,525;24;3,281;2,010;014324;1/1/2017;null
7,526;24;3,281;2,011;007588;1/1/2017;null
7,527;24;3,281;2,012;111124;1/1/2017;null
7,528;24;3,281;2,013;004843;1/1/2017;null
7,529;24;3,281;2,014;002382;1/1/2017;null
7,530;80;3,281;2,007;000830;1/1/2017;null
7,531;80;3,281;2,008;014953;1/1/2017;null
7,532;80;3,281;2,009;000956;1/1/2017;null
7,533;80;3,281;2,010;008129;1/1/2017;null
7,534;80;3,281;2,011;005923;1/1/2017;null
7,535;80;3,281;2,012;010000;1/1/2017;null
7,536;80;3,281;2,013;003062;1/1/2017;null
7,537;80;3,281;2,014;000001;1/1/2017;null
7,538;20;3,283;2,010;000950;1/1/2017;null
7,539;20;3,283;2,011;000948;1/1/2017;null
7,540;20;3,283;2,012;001317;1/1/2017;null
7,541;20;3,283;2,013;000557;1/1/2017;null
7,542;20;3,283;2,014;000469;1/1/2017;null
7,543;20;3,283;2,015;000269;1/1/2017;null
7,544;20;3,283;2,016;000313;1/1/2017;null
7,545;20;3,283;2,017;999999;4/28/2017;null
7,546;43;3,283;2,007;002308;1/1/2017;null
7,547;43;3,283;2,008;001841;1/1/2017;null
7,548;43;3,283;2,009;001401;1/1/2017;null
7,549;43;3,283;2,010;000782;1/1/2017;null
7,550;43;3,283;2,011;000676;1/1/2017;null
7,551;43;3,283;2,012;000634;1/1/2017;null
7,552;43;3,283;2,013;003354;1/1/2017;null
7,553;43;3,283;2,014;004428;1/1/2017;null
7,554;43;3,283;2,015;000459;1/1/2017;null
7,555;43;3,283;2,016;000439;1/1/2017;null
7,556;43;3,283;2,017;999999;4/28/2017;null
7,557;47;3,283;2,007;008974;1/1/2017;null
7,558;47;3,283;2,008;008614;1/1/2017;null
7,559;47;3,283;2,009;006014;1/1/2017;null
7,560;47;3,283;2,010;004691;1/1/2017;null
7,561;47;3,283;2,011;004637;1/1/2017;null
7,562;47;3,283;2,012;049499;1/1/2017;null
7,563;47;3,283;2,013;004701;1/1/2017;null
7,564;47;3,283;2,014;004328;1/1/2017;null
7,565;47;3,283;2,015;004645;1/1/2017;null
7,566;47;3,283;2,016;005095;1/1/2017;null
7,567;47;3,283;2,017;999999;4/28/2017;null
7,568;65;3,283;2,015;000222;1/1/2017;null
7,569;65;3,283;2,016;000211;1/1/2017;null
7,570;65;3,283;2,017;999999;4/28/2017;null
7,571;24;3,284;2,007;000242;1/1/2017;null
7,572;24;3,284;2,008;000888;1/1/2017;null
7,573;24;3,284;2,009;000454;1/1/2017;null
7,574;24;3,284;2,010;000175;1/1/2017;null
7,575;24;3,284;2,011;000137;1/1/2017;null
7,576;24;3,284;2,012;000346;1/1/2017;null
7,577;24;3,284;2,013;000047;1/1/2017;null
7,578;38;3,286;2,007;000054;1/1/2017;null
7,579;38;3,286;2,008;000056;1/1/2017;null
7,580;38;3,286;2,009;000001;1/1/2017;null
7,581;38;3,286;2,013;000003;1/1/2017;null
7,582;38;3,286;2,014;000004;1/1/2017;null
7,583;38;3,286;2,015;000148;1/1/2017;null
7,584;42;3,286;2,007;000211;1/1/2017;null
7,585;42;3,286;2,008;000213;1/1/2017;null
7,586;42;3,286;2,009;000258;1/1/2017;null
7,587;42;3,286;2,010;000129;1/1/2017;null
7,588;42;3,286;2,011;000144;1/1/2017;null
7,589;42;3,286;2,012;000232;1/1/2017;null
7,590;42;3,286;2,013;000092;1/1/2017;null
7,591;42;3,286;2,014;000073;1/1/2017;null
7,592;42;3,286;2,015;000130;1/1/2017;null
7,593;81;3,286;2,007;000011;1/1/2017;null
7,594;81;3,286;2,008;000035;1/1/2017;null
7,595;81;3,286;2,009;000024;1/1/2017;null
7,596;81;3,286;2,010;000113;1/1/2017;null
7,597;81;3,286;2,011;000171;1/1/2017;null
7,598;81;3,286;2,012;000381;1/1/2017;null
7,599;81;3,286;2,013;000646;1/1/2017;null
7,600;81;3,286;2,014;000440;1/1/2017;null
7,601;81;3,286;2,015;000314;1/1/2017;null
7,602;24;3,287;2,003;000006;1/1/2017;null
7,603;24;3,287;2,007;011476;1/1/2017;null
7,604;24;3,287;2,008;011814;1/1/2017;null
7,605;24;3,287;2,009;900023;1/1/2017;null
7,606;24;3,287;2,010;999999;1/1/2017;null
7,607;24;3,287;2,011;010015;1/1/2017;null
7,608;24;3,287;2,012;009038;1/1/2017;null
7,609;24;3,287;2,013;008761;1/1/2017;null
7,610;24;3,287;2,014;008674;1/1/2017;null
7,611;24;3,287;2,015;010884;1/1/2017;null
7,612;24;3,287;2,016;009020;1/1/2017;null
7,613;24;3,287;2,017;999999;4/28/2017;null
7,614;73;3,287;2,017;999999;4/28/2017;null
7,615;80;3,287;2,007;010749;1/1/2017;null
7,616;80;3,287;2,008;000743;1/1/2017;null
7,617;80;3,287;2,009;000772;1/1/2017;null
7,618;80;3,287;2,010;000475;1/1/2017;null
7,619;80;3,287;2,011;000409;1/1/2017;null
7,620;80;3,287;2,012;000272;1/1/2017;null
7,621;80;3,287;2,013;000153;1/1/2017;null
7,622;80;3,287;2,014;000129;1/1/2017;null
7,623;80;3,287;2,015;000177;1/1/2017;null
7,624;80;3,287;2,016;000386;1/1/2017;null
7,625;80;3,287;2,017;999999;4/28/2017;null
7,626;8;3,288;2,007;000383;1/1/2017;null
7,627;8;3,288;2,008;000553;1/1/2017;null
7,628;8;3,288;2,009;000111;1/1/2017;null
7,629;8;3,288;2,014;000195;1/1/2017;null
7,630;8;3,288;2,015;001971;1/1/2017;null
7,631;8;3,288;2,016;002520;1/1/2017;null
7,632;8;3,288;2,017;999999;4/28/2017;null
7,633;16;3,288;2,007;003393;1/1/2017;null
7,634;16;3,288;2,008;003511;1/1/2017;null
7,635;16;3,288;2,009;000419;1/1/2017;null
7,636;16;3,288;2,014;000803;1/1/2017;null
7,637;16;3,288;2,015;001224;1/1/2017;null
7,638;16;3,288;2,016;001848;1/1/2017;null
7,639;16;3,288;2,017;999999;4/28/2017;null
7,640;48;3,288;2,007;003976;1/1/2017;null
7,641;48;3,288;2,008;002204;1/1/2017;null
7,642;48;3,288;2,009;000239;1/1/2017;null
7,643;51;3,288;2,007;003176;1/1/2017;null
7,644;51;3,288;2,008;001999;1/1/2017;null
7,645;51;3,288;2,009;000192;1/1/2017;null
7,646;51;3,288;2,014;000369;1/1/2017;null
7,647;51;3,288;2,015;001664;1/1/2017;null
7,648;51;3,288;2,016;001081;1/1/2017;null
7,649;51;3,288;2,017;999999;4/28/2017;null
7,650;11;3,289;2,007;000550;1/1/2017;null
7,651;11;3,289;2,008;000362;1/1/2017;null
7,652;11;3,289;2,009;000221;1/1/2017;null
7,653;11;3,289;2,010;000176;1/1/2017;null
7,654;11;3,289;2,011;000215;1/1/2017;null
7,655;11;3,289;2,012;000347;1/1/2017;null
7,656;11;3,289;2,013;000389;1/1/2017;null
7,657;11;3,289;2,014;000342;1/1/2017;null
7,658;11;3,289;2,015;000642;1/1/2017;null
7,659;11;3,289;2,016;000817;1/1/2017;null
7,660;11;3,289;2,017;999999;4/28/2017;null
7,661;19;3,289;2,007;013967;1/1/2017;null
7,662;19;3,289;2,008;012274;1/1/2017;null
7,663;19;3,289;2,009;015018;1/1/2017;null
7,664;19;3,289;2,010;008311;1/1/2017;null
7,665;19;3,289;2,011;015588;1/1/2017;null
7,666;19;3,289;2,012;010748;1/1/2017;null
7,667;19;3,289;2,013;009397;1/1/2017;null
7,668;19;3,289;2,014;010078;1/1/2017;null
7,669;19;3,289;2,015;013418;1/1/2017;null
7,670;19;3,289;2,016;010780;1/1/2017;null
7,671;19;3,289;2,017;999999;4/28/2017;null
7,672;33;3,289;2,007;004889;1/1/2017;null
7,673;33;3,289;2,008;004018;1/1/2017;null
7,674;33;3,289;2,015;000187;1/1/2017;null
7,675;33;3,289;2,016;000195;1/1/2017;null
7,676;33;3,289;2,017;999999;4/28/2017;null
7,677;40;3,289;2,007;012310;1/1/2017;null
7,678;40;3,289;2,008;008667;1/1/2017;null
7,679;40;3,289;2,009;006979;1/1/2017;null
7,680;40;3,289;2,010;007176;1/1/2017;null
7,681;40;3,289;2,011;006420;1/1/2017;null
7,682;40;3,289;2,012;006193;1/1/2017;null
7,683;40;3,289;2,013;006648;1/1/2017;null
7,684;40;3,289;2,014;005966;1/1/2017;null
7,685;40;3,289;2,015;005213;1/1/2017;null
7,686;40;3,289;2,016;004582;1/1/2017;null
7,687;40;3,289;2,017;999999;4/28/2017;null
7,688;24;3,290;2,007;021748;1/1/2017;null
7,689;24;3,290;2,008;090443;1/1/2017;null
7,690;24;3,290;2,009;030044;1/1/2017;null
7,691;24;3,290;2,010;015902;1/1/2017;null
7,692;24;3,290;2,011;044450;1/1/2017;null
7,693;24;3,290;2,012;018257;1/1/2017;null
7,694;24;3,290;2,013;018899;1/1/2017;null
7,695;24;3,290;2,014;490409;1/1/2017;null
7,696;24;3,290;2,015;039447;1/1/2017;null
7,697;43;3,290;2,007;001386;1/1/2017;null
7,698;43;3,290;2,008;001800;1/1/2017;null
7,699;43;3,290;2,009;900402;1/1/2017;null
7,700;43;3,290;2,010;002199;1/1/2017;null
7,701;43;3,290;2,011;100850;1/1/2017;null
7,702;43;3,290;2,012;005648;1/1/2017;null
7,703;43;3,290;2,013;003802;1/1/2017;null
7,704;43;3,290;2,014;100369;1/1/2017;null
7,705;43;3,290;2,015;502233;1/1/2017;null
7,706;47;3,290;2,011;011159;1/1/2017;null
7,707;47;3,290;2,013;011687;1/1/2017;null
7,708;47;3,290;2,015;001107;1/1/2017;null
7,709;80;3,290;2,007;004645;1/1/2017;null
7,710;80;3,290;2,008;017984;1/1/2017;null
7,711;80;3,290;2,009;009090;1/1/2017;null
7,712;80;3,290;2,010;017967;1/1/2017;null
7,713;80;3,290;2,011;015582;1/1/2017;null
7,714;80;3,290;2,012;017088;1/1/2017;null
7,715;80;3,290;2,013;018725;1/1/2017;null
7,716;80;3,290;2,014;230327;1/1/2017;null
7,717;80;3,290;2,015;038481;1/1/2017;null
7,718;20;3,291;2,007;000177;1/1/2017;null
7,719;20;3,291;2,008;000164;1/1/2017;null
7,720;20;3,291;2,009;000401;1/1/2017;null
7,721;20;3,291;2,010;000551;1/1/2017;null
7,722;20;3,291;2,011;001253;1/1/2017;null
7,723;20;3,291;2,012;010783;1/1/2017;null
7,724;20;3,291;2,013;009265;1/1/2017;null
7,725;20;3,291;2,014;001271;1/1/2017;null
7,726;20;3,291;2,015;001373;1/1/2017;null
7,727;20;3,291;2,016;000014;1/1/2017;null
7,728;24;3,291;2,013;000002;1/1/2017;null
7,729;24;3,291;2,015;039269;1/1/2017;null
7,730;24;3,291;2,016;040000;1/1/2017;null
7,731;47;3,291;2,007;018738;1/1/2017;null
7,732;47;3,291;2,008;801259;1/1/2017;null
7,733;47;3,291;2,009;228937;1/1/2017;null
7,734;47;3,291;2,010;013950;1/1/2017;null
7,735;47;3,291;2,011;101209;1/1/2017;null
7,736;47;3,291;2,012;999996;1/1/2017;null
7,737;47;3,291;2,013;304234;1/1/2017;null
7,738;47;3,291;2,014;045788;1/1/2017;null
7,739;47;3,291;2,015;500747;1/1/2017;null
7,740;47;3,291;2,016;002000;1/1/2017;null
7,741;65;3,291;2,012;018346;1/1/2017;null
